hip_pitch,knee,torso_height,torso_pitch,knee_forward,com_to_wheel,geometric_height,knee_forward_ok,torso_upright,com_near_wheel,full_static,analytic_height,analytic_knee_forward,target_height,com_tolerance
-0.5,0.07986577181208054,0.6519506351253644,0.0,0.12464990986299215,0.2121196226982324,False,True,True,False,False,0.48382104185072417,-0.12465064003709278,0.5,0.03
-0.5,0.1013422818791947,0.6486020638039782,0.0,0.12464990986299215,0.21649942984699289,False,True,True,False,False,0.4862146706107512,-0.12465064003709278,0.5,0.03
-0.5,0.12281879194630885,0.6451470044241759,0.0,0.12464990986299215,0.22081516875231016,False,True,True,False,False,0.4884892839727272,-0.12465064003709278,0.5,0.03
-0.5,0.1442953020134229,0.6415870505379682,0.0,0.12464990986299215,0.22506484889718628,False,True,True,False,False,0.4906438328332078,-0.12465064003709278,0.5,0.03
-0.5,0.16577181208053693,0.6379238440770987,0.0,0.12464990986299215,0.2292465102324274,False,True,True,False,False,0.49267732346522886,-0.12465064003709278,0.5,0.03
-0.5,0.18724832214765108,0.6341590745957485,0.0,0.12464990986299215,0.23335822408066265,False,True,True,False,False,0.4945888179766359,-0.12465064003709278,0.5,0.03
-0.5,0.20872483221476523,0.6302944784912752,0.0,0.12464990986299215,0.2373980940258944,False,True,True,False,False,0.4963774347426617,-0.12465064003709278,0.5,0.03
-0.5,0.23020134228187927,0.626331838203346,0.0,0.12464990986299215,0.24136425678816792,False,True,True,False,False,0.4980423488125514,-0.12465064003709278,0.5,0.03
-0.5,0.2516778523489933,0.6222729813918374,0.0,0.12464990986299215,0.24525488308295923,False,True,True,False,False,0.4995827922900484,-0.12465064003709278,0.5,0.03
-0.5,0.27315436241610747,0.6181197800938754,0.0,0.12464990986299215,0.2490681784648817,False,True,True,False,False,0.5009980546875661,-0.12465064003709278,0.5,0.03
-0.5,0.2946308724832216,0.6138741498604104,0.0,0.12464990986299215,0.2528023841553263,False,True,True,False,False,0.5022874832538805,-0.12465064003709278,0.5,0.03
-0.5,0.31610738255033566,0.6095380488727213,0.0,0.12464990986299215,0.25645577785364926,False,True,True,False,False,0.503450483275194,-0.12465064003709278,0.5,0.03
-0.5,0.3375838926174497,0.6051134770392577,0.0,0.12464990986299215,0.26002667453153677,False,True,True,False,False,0.5044865183494314,-0.12465064003709278,0.5,0.03
-0.5,0.35906040268456385,0.6006024750732362,0.0,0.12464990986299215,0.2635134272101785,False,True,True,False,False,0.5053951106336397,-0.12465064003709278,0.5,0.03
-0.5,0.380536912751678,0.5960071235514174,0.0,0.12464990986299215,0.2669144277198913,False,True,True,False,False,0.5061758410643813,-0.12465064003709278,0.5,0.03
-0.5,0.40201342281879204,0.591329541954497,0.0,0.12464990986299215,0.2702281074418439,False,True,True,False,False,0.5068283495510151,-0.12465064003709278,0.5,0.03
-0.5,0.4234899328859061,0.5865718876895523,0.0,0.12464990986299215,0.2734529380315397,False,True,True,False,False,0.5073523351417781,-0.12465064003709278,0.5,0.03
-0.5,0.44496644295302024,0.5817363550949969,0.0,0.12464990986299215,0.2765874321237237,False,True,True,False,False,0.507747556162592,-0.12465064003709278,0.5,0.03
-0.5,0.4664429530201344,0.5768251744285027,0.0,0.12464990986299215,0.2796301440183895,False,True,True,False,False,0.5080138303285282,-0.12465064003709278,0.5,0.03
-0.5,0.48791946308724843,0.5718406108383538,0.0,0.12464990986299215,0.2825796703475687,False,True,True,False,False,0.5081510348278819,-0.12465064003709278,0.5,0.03
-0.5,0.5093959731543625,0.5667849633187086,0.0,0.12464990986299215,0.2854346507225966,False,True,True,False,False,0.5081591063788157,-0.12465064003709278,0.5,0.03
-0.5,0.5308724832214766,0.5616605636492513,0.0,0.12464990986299215,0.28819376836155397,False,True,True,False,False,0.5080380412585466,-0.12465064003709278,0.5,0.03
-0.5,0.5523489932885908,0.5564697753197222,0.0,0.12464990986299215,0.2908557506965972,False,True,True,False,False,0.5077878953050631,-0.12465064003709278,0.5,0.03
-0.5,0.5738255033557049,0.5512149924398223,0.0,0.12464990986299215,0.2934193699608951,False,True,True,False,False,0.5074087838913713,-0.12465064003709278,0.5,0.03
-0.5,0.5953020134228189,0.5458986386349958,0.0,0.12464990986299215,0.2958834437549032,False,True,True,False,False,0.5069008818722827,-0.12465064003709278,0.5,0.03
-0.5,0.616778523489933,0.540523165928598,0.0,0.12464990986299215,0.29824683559171355,False,True,True,False,False,0.5062644235037661,-0.12465064003709278,0.5,0.03
-0.5,0.6382550335570472,0.5350910536109676,0.0,0.12464990986299215,0.3005084554212279,False,True,True,False,False,0.5054997023349047,-0.12465064003709278,0.5,0.03
-0.5,0.6597315436241611,0.529604807095921,0.0,0.12464990986299215,0.30266726013291345,False,True,True,False,False,0.504607071072504,-0.12465064003709278,0.5,0.03
