row_index,nominal_source_step_index,low_1cm_source_step_index,nominal_time,low_1cm_time,nominal_initial_root_z_perturbation_m,low_1cm_initial_root_z_perturbation_m,nominal_nominal_equilibrium_com_z_m,low_1cm_nominal_equilibrium_com_z_m,nominal_initial_com_z_m_after_perturbation,low_1cm_initial_com_z_m_after_perturbation,nominal_perturbation_applied_after_equilibrium_capture,low_1cm_perturbation_applied_after_equilibrium_capture,nominal_com_z_m,low_1cm_com_z_m,nominal_left_wheel_contact,low_1cm_left_wheel_contact,nominal_right_wheel_contact,low_1cm_right_wheel_contact,nominal_left_wheel_floor_contact,low_1cm_left_wheel_floor_contact,nominal_right_wheel_floor_contact,low_1cm_right_wheel_floor_contact,nominal_contact_force_valid,low_1cm_contact_force_valid,nominal_contact_supervisor_state,low_1cm_contact_supervisor_state,nominal_contact_transition_event,low_1cm_contact_transition_event,nominal_contact_duration_s,low_1cm_contact_duration_s,nominal_left_contact_force_world_z,low_1cm_left_contact_force_world_z,nominal_right_contact_force_world_z,low_1cm_right_contact_force_world_z,nominal_total_wheel_floor_fz,low_1cm_total_wheel_floor_fz,nominal_non_wheel_floor_contacts,low_1cm_non_wheel_floor_contacts,nominal_support_position_error_m,low_1cm_support_position_error_m,nominal_pitch_x_rad,low_1cm_pitch_x_rad,nominal_roll_y_rad,low_1cm_roll_y_rad,nominal_yaw_z_rad,low_1cm_yaw_z_rad,nominal_hip_yaw_abs_max,low_1cm_hip_yaw_abs_max,nominal_joint_pos,low_1cm_joint_pos,nominal_wheel_vel_mean_rad_s,low_1cm_wheel_vel_mean_rad_s,nominal_wheel_vel_left_rad_s,low_1cm_wheel_vel_left_rad_s,nominal_wheel_vel_right_rad_s,low_1cm_wheel_vel_right_rad_s,nominal_tau_position,low_1cm_tau_position,nominal_tau_final_per_joint,low_1cm_tau_final_per_joint,nominal_tau_saturation_rate,low_1cm_tau_saturation_rate,nominal_wheel_torque_saturation_left,low_1cm_wheel_torque_saturation_left,nominal_wheel_torque_saturation_right,low_1cm_wheel_torque_saturation_right,nominal_wheel_torque_rate_saturation_left,low_1cm_wheel_torque_rate_saturation_left,nominal_wheel_torque_rate_saturation_right,low_1cm_wheel_torque_rate_saturation_right,nominal_tau_wbc_correction,low_1cm_tau_wbc_correction,nominal_hidden_torque_norm,low_1cm_hidden_torque_norm,nominal_ownership_violation_count,low_1cm_ownership_violation_count
26,26,26,0.26,0.26,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.407201200723648,0.401969850063324,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.26,0.17,39.34146499633789,39.013031005859375,39.70417022705078,38.64280319213867,79.04563339285735,77.65583596843297,0,0,-0.0074691955179244,-0.0095268585972513,0.0019114702971209,-0.0427559203711492,0.0017583007847557,0.0020730017927397,0.0079660714324935,-0.0004924766033965,0.0027272149454802,0.0066406214609742,"-0.0001,-0.0027,0.9546,1.7365,0.1633,-0.0048,-0.0005,0.9457,1.7347,0.1513","0.0041,-0.0066,0.9517,1.7618,-1.8186,-0.0070,0.0063,0.9420,1.7595,-1.8432",0.0614781863987445,-3.013010859489441,0.0768864601850509,-3.0042765140533447,0.0460699126124382,-3.021745204925537,0.2987678349018097,0.3810743391513824,"0.0885293036699295,0.05645492672920227,0.9502488374710083,-7.083128452301025,-0.11786263436079025,-0.07707095146179199,-0.006647438742220402,0.9010080695152283,-7.15569543838501,-0.10245435684919357","0.135627880692482,0.08962470293045044,0.9635871648788452,-7.312854766845703,-0.27173346281051636,-0.12893187999725342,-0.10856542736291885,0.9619561433792114,-7.2881693840026855,-0.26299911737442017",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
27,27,27,0.27,0.27,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4072710275650024,0.4023618996143341,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.2700000000000001,0.18,39.38125991821289,39.08511734008789,39.691436767578125,38.65838623046875,79.07270012030193,77.74350620334016,0,0,-0.0074469698947691,-0.0077179952022084,0.0018533997463188,-0.0400916285634138,0.0017885537939197,0.0021868919287166,0.0083628054707795,-0.0001352897936119,0.0027735771145671,0.0066012190654873,"0.0001,-0.0028,0.9552,1.7361,0.1636,-0.0051,-0.0005,0.9460,1.7344,0.1513","0.0046,-0.0066,0.9525,1.7599,-1.8494,-0.0076,0.0064,0.9424,1.7575,-1.8742",-0.0076826026197522,-3.1334398984909058,0.0058395531959831,-3.125923156738281,-0.0212047584354877,-3.1409566402435303,0.2978788018226623,0.3087198138236999,"0.08803384751081467,0.05443418771028519,0.9402245283126831,-7.0825653076171875,-0.12087389081716537,-0.07717932015657425,-0.009703632444143295,0.9064630270004272,-7.154388904571533,-0.10735173523426056","0.136267751455307,0.08598710596561432,0.9533171653747559,-7.300617218017578,-0.2694757282733917,-0.12957464158535004,-0.10988058149814606,0.9626418352127075,-7.270074367523193,-0.2619589865207672",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
28,28,28,0.28,0.28,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4073356688022613,0.40273118019104,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.2800000000000001,0.19,39.425811767578125,39.16043472290039,39.68617248535156,38.68026351928711,79.11198304452236,77.84070109763303,0,0,-0.0073869828401317,-0.00584477657434,0.001806539634059,-0.0374557989295287,0.0018181122975277,0.0022967250681001,0.0087808799836978,0.0002247303373427,0.0028118260670453,0.0065520103089511,"0.0003,-0.0028,0.9558,1.7358,0.1632,-0.0053,-0.0004,0.9462,1.7340,0.1507","0.0051,-0.0066,0.9533,1.7582,-1.8813,-0.0081,0.0064,0.9427,1.7556,-1.9063",-0.0780761092901229,-3.2513540983200078,-0.0663667023181915,-3.2448718547821045,-0.0897855162620544,-3.25783634185791,0.2954793274402618,0.2337910681962967,"0.08806127309799194,0.05275833606719971,0.9300100803375244,-7.08262300491333,-0.12129655480384827,-0.07756350934505463,-0.012426395900547504,0.910664439201355,-7.153385162353516,-0.10958714783191681","0.13689318299293518,0.08236930519342422,0.9429407119750977,-7.290380001068115,-0.2661445736885071,-0.13018374145030975,-0.11101583391427994,0.9623762965202332,-7.253981590270996,-0.25966233015060425",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
29,29,29,0.29,0.29,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4073954820632934,0.4030788242816925,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.2900000000000001,0.2,39.46327972412109,39.2313232421875,39.67749786376953,38.700416564941406,79.14077966678431,77.93174030499904,0,0,-0.0072888877756028,-0.003908578191759,0.001773182044194,-0.0348448558605125,0.0018471938299033,0.0024025744026025,0.0092154931347927,0.0005844643857045,0.0028431445825845,0.0064935148693621,"0.0005,-0.0028,0.9563,1.7355,0.1621,-0.0055,-0.0003,0.9464,1.7337,0.1494","0.0056,-0.0065,0.9540,1.7566,-1.9145,-0.0086,0.0065,0.9431,1.7538,-1.9395",-0.1472483873367309,-3.365832686424256,-0.1371957510709762,-3.3602237701416016,-0.1573010236024856,-3.371441602706909,0.2915555238723755,0.1563431322574615,"0.08821886032819748,0.05125856399536133,0.9200189113616943,-7.0825066566467285,-0.12331470847129822,-0.07793005555868149,-0.014974508434534073,0.9140256643295288,-7.152155876159668,-0.11326207220554352","0.1375107318162918,0.0787634551525116,0.9332811832427979,-7.281296730041504,-0.2638316750526428,-0.13076800107955933,-0.11197769641876221,0.9620441198348999,-7.239038944244385,-0.258222758769989",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
30,30,30,0.3,0.3,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4074509143829345,0.4034060537815094,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3000000000000001,0.21,39.4961166381836,39.30060958862305,39.66756057739258,38.721439361572266,79.16367641049288,78.02205021649971,0,0,-0.0071528208201461,-0.0019108949572468,0.001754076924027,-0.0322557658200318,0.0018758260232187,0.0025045286255533,0.0096621599419861,0.0009412238722152,0.0028683284763246,0.0065389885567128,"0.0007,-0.0029,0.9569,1.7352,0.1603,-0.0057,-0.0003,0.9466,1.7334,0.1474","0.0062,-0.0064,0.9546,1.7550,-1.9488,-0.0092,0.0065,0.9434,1.7521,-1.9739",-0.216886006295681,-3.477989912033081,-0.2083099037408828,-3.4731149673461914,-0.2254621088504791,-3.4828648567199707,0.2861128449440002,0.0764357969164848,"0.08841811120510101,0.04988103732466698,0.9110932350158691,-7.082365036010742,-0.1260063499212265,-0.07824831455945969,-0.017378129065036774,0.9174928665161133,-7.150856018066406,-0.11743024736642838","0.13809706270694733,0.07515215873718262,0.9245568513870239,-7.273289680480957,-0.2609880268573761,-0.1313062608242035,-0.11276616156101227,0.961915910243988,-7.22515869140625,-0.25611308217048645",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
31,31,31,0.31,0.31,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4075023531913757,0.4037140607833862,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3100000000000001,0.22,39.52857971191406,39.36862182617188,39.660274505615234,38.74343490600586,79.18885546663819,78.11205861268246,0,0,-0.0069783175856463,0.0001470172731261,0.0017507291542308,-0.0296849617216336,0.0019040079608352,0.0026026850929618,0.0101168047374793,0.0012927039920468,0.0028880203608423,0.0065877218730747,"0.0010,-0.0029,0.9574,1.7349,0.1578,-0.0059,-0.0002,0.9467,1.7331,0.1448","0.0067,-0.0064,0.9553,1.7536,-1.9842,-0.0097,0.0066,0.9437,1.7505,-2.0094",-0.2875947505235672,-3.587346911430359,-0.2803146541118622,-3.583083391189575,-0.2948748469352722,-3.5916104316711426,0.2791326940059662,-0.0058806911110877,"0.08862271159887314,0.04859974980354309,0.9028462171554565,-7.082424163818359,-0.12789078056812286,-0.07851605117321014,-0.019652163609862328,0.9207606911659241,-7.14969539642334,-0.12061068415641785","0.1386411488056183,0.07152692973613739,0.9162979125976562,-7.266150951385498,-0.2572459280490875,-0.13178925216197968,-0.11338783800601959,0.96157306432724,-7.212131500244141,-0.25298240780830383",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
32,32,32,0.32,0.32,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4075500667095184,0.4040039777755737,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3200000000000001,0.23,39.55924606323242,39.433013916015625,39.65394592285156,38.76389694213867,79.21319085197021,78.19690903578149,0,0,-0.0067648784735998,0.002263608864229,0.0017649496632904,-0.0271292029808423,0.0019317344331609,0.0026971492664623,0.0105757812381579,0.0016369448824116,0.0029027773998677,0.0066357972100377,"0.0012,-0.0029,0.9579,1.7347,0.1546,-0.0062,-0.0001,0.9469,1.7328,0.1414","0.0072,-0.0063,0.9559,1.7523,-2.0206,-0.0103,0.0066,0.9439,1.7490,-2.0460",-0.3585289567708969,-3.693130373954773,-0.3523730039596557,-3.6893696784973145,-0.364684909582138,-3.696891069412232,0.2705951333045959,-0.0905443578958511,"0.088827945291996,0.047403234988451004,0.8949519395828247,-7.0825653076171875,-0.12958809733390808,-0.0787484347820282,-0.02181374654173851,0.9235691428184509,-7.148562908172607,-0.12343213707208633","0.13914233446121216,0.06788380444049835,0.9084175825119019,-7.25956392288208,-0.25333142280578613,-0.13221782445907593,-0.11385205388069153,0.9609743356704712,-7.199652671813965,-0.24957074224948883",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
33,33,33,0.33,0.33,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4075944125652313,0.404276967048645,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3300000000000001,0.24,39.58707427978516,39.49350738525391,39.64719009399414,38.78234100341797,79.23426525332113,78.27584955725041,0,0,-0.0065123016327885,0.0044370688630614,0.001798045215318,-0.0245858266775886,0.0019590053670604,0.0027880350227977,0.0110358647794885,0.0019722942347449,0.0029130931943655,0.0066827461123466,"0.0014,-0.0029,0.9584,1.7344,0.1506,-0.0064,-0.0000,0.9470,1.7326,0.1373","0.0078,-0.0062,0.9565,1.7510,-2.0581,-0.0108,0.0067,0.9442,1.7476,-2.0835",-0.429518848657608,-3.795325517654419,-0.4243289530277252,-3.791973352432251,-0.4347087442874908,-3.798677682876587,0.2604920566082001,-0.1774827539920807,"0.0890372171998024,0.046281248331069946,0.887554407119751,-7.082714080810547,-0.13153068721294403,-0.07896071672439575,-0.023872775956988335,0.9261231422424316,-7.147368431091309,-0.12634079158306122","0.13959886133670807,0.06421782076358795,0.9010254144668579,-7.253411769866943,-0.24929969012737274,-0.1325916051864624,-0.11416411399841309,0.9602752923965454,-7.1876020431518555,-0.24594752490520477",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
34,34,34,0.34,0.34,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4076356291770935,0.404534101486206,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3400000000000001,0.25,39.816680908203125,39.55076217651367,39.64072036743164,38.79927444458008,79.45739971536989,78.35003386827165,0,0,-0.0062204087081351,0.0066655623544024,0.0018511443097384,-0.0220523840702714,0.0019858244609269,0.0028754616237144,0.0114942277618441,0.0022973721994685,0.0029193984810262,0.0067281411029398,"0.0016,-0.0029,0.9589,1.7342,0.1459,-0.0066,0.0000,0.9471,1.7323,0.1325","0.0083,-0.0061,0.9571,1.7499,-2.0966,-0.0114,0.0067,0.9444,1.7463,-2.1221",-0.5008141696453094,-3.893959879875183,-0.4964476227760315,-3.890934467315674,-0.5051807165145874,-3.896985292434693,0.2488163411617279,-0.2666224837303161,"0.08924568444490433,0.04522092267870903,0.8806895017623901,-7.082913398742676,-0.13338713347911835,-0.0791553184390068,-0.025836516171693802,0.9285100102424622,-7.146158695220947,-0.1290205866098404","0.14000579714775085,0.060523469001054764,0.8940703868865967,-7.247653007507324,-0.24491426348686218,-0.13290682435035706,-0.1143295019865036,0.9594599604606628,-7.175938129425049,-0.2418888509273529",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
35,35,35,0.35,0.35,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4076742529869079,0.4047763645648956,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3500000000000001,0.26,39.614444732666016,39.60472106933594,39.64254379272461,38.81449890136719,79.25698786644648,78.41922217408322,0,0,-0.0058899752406339,0.0089472065383813,0.0019229312309068,-0.0195266088184126,0.0020132149203519,0.0029595519780569,0.0119329028756848,0.0026110424727934,0.0029192415531724,0.0067715956829488,"0.0018,-0.0029,0.9593,1.7340,0.1405,-0.0068,0.0001,0.9472,1.7321,0.1271","0.0088,-0.0060,0.9576,1.7488,-2.1361,-0.0119,0.0068,0.9446,1.7451,-2.1616",-0.5732244551181793,-3.988829135894776,-0.5705048441886902,-3.9860587120056152,-0.5759440660476685,-3.991599559783936,0.235599011182785,-0.357888251543045,"0.0929955467581749,0.04335160553455353,0.8749159574508667,-7.087891101837158,-0.1372220814228058,-0.08112938702106476,-0.02541642263531685,0.9294580817222595,-7.144029140472412,-0.13450247049331665","0.1403626948595047,0.056798048317432404,0.8874725103378296,-7.242212295532227,-0.2402300387620926,-0.13316407799720764,-0.11435451358556747,0.9584882259368896,-7.16458797454834,-0.23745961487293243",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
36,36,36,0.36,0.36,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4077104330062866,0.4050046801567077,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3600000000000001,0.2700000000000001,39.62249755859375,39.65530776977539,39.66571807861328,38.82783508300781,79.2882122531611,78.48314513738046,0,0,-0.0055203764259555,0.0112800118072495,0.0020167461873132,-0.0170065355900341,0.002041530020241,0.0030404317521274,0.0123313392814933,0.002912385761006,0.0029208175837993,0.0068127615377306,"0.0020,-0.0029,0.9597,1.7339,0.1344,-0.0070,0.0002,0.9473,1.7319,0.1209","0.0094,-0.0059,0.9582,1.7478,-2.1765,-0.0125,0.0068,0.9448,1.7439,-2.2021",-0.6470852792263031,-4.079795598983765,-0.6437718272209167,-4.077218055725098,-0.6503987312316895,-4.082373142242432,0.2208150625228881,-0.4512004852294922,"0.09630110114812851,0.04547164589166641,0.8779938220977783,-7.085593223571777,-0.13631820678710938,-0.08248311281204224,-0.02383999340236187,0.9273082613945007,-7.142618656158447,-0.13300475478172302","0.1406698077917099,0.05303940549492836,0.8812154531478882,-7.237029075622559,-0.2353319525718689,-0.13336452841758728,-0.11424541473388672,0.9573763012886047,-7.153499603271484,-0.2327544093132019",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
37,37,37,0.37,0.37,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4077441096305847,0.4052199125289917,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3700000000000001,0.2800000000000001,39.631160736083984,39.70275115966797,39.69449996948242,38.83936309814453,79.325659624705,78.54211336853524,0,0,-0.0051100021462155,0.013661916736072,0.0021381075794452,-0.0144904776984506,0.0020699738551674,0.0031182294488279,0.0126870140117391,0.0032006754678546,0.0029311920516192,0.006851325277239,"0.0021,-0.0029,0.9601,1.7337,0.1275,-0.0073,0.0003,0.9474,1.7317,0.1139","0.0099,-0.0057,0.9587,1.7468,-2.2178,-0.0131,0.0069,0.9450,1.7428,-2.2434",-0.7176831662654877,-4.166808843612671,-0.713149905204773,-4.164370536804199,-0.7222164273262024,-4.169247150421143,0.2044000923633575,-0.5464766621589661,"0.0978594571352005,0.04805430397391319,0.8755741119384766,-7.085452079772949,-0.1344350427389145,-0.0830012634396553,-0.022366559132933617,0.9216837286949158,-7.142160892486572,-0.12990178167819977","0.14092925190925598,0.04924636334180832,0.8752909898757935,-7.2320756912231445,-0.23020677268505096,-0.13351109623908997,-0.11400724947452545,0.9561510682106018,-7.142641544342041,-0.22776846587657928",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
38,38,38,0.38,0.38,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4077756702899933,0.4054228961467743,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3800000000000001,0.2900000000000001,39.619895935058594,39.74728393554688,39.700138092041016,38.849246978759766,79.32003118938181,78.59653097966735,0,0,-0.0046605923985991,0.0160908132313209,0.0022843549875341,-0.0119769711588824,0.0020972474647878,0.0031930742115555,0.0130054746941257,0.0034753553406456,0.0029480692464858,0.0068870075047016,"0.0022,-0.0029,0.9605,1.7336,0.1200,-0.0075,0.0003,0.9475,1.7315,0.1063","0.0105,-0.0056,0.9591,1.7460,-2.2600,-0.0137,0.0069,0.9452,1.7418,-2.2856",-0.7843393981456757,-4.24980354309082,-0.7785695195198059,-4.247458457946777,-0.7901092767715454,-4.252148628234863,0.1864236891269683,-0.6436325311660767,"0.09759816527366638,0.04994799569249153,0.873627781867981,-7.084079742431641,-0.14062225818634033,-0.08220066130161285,-0.021379169076681137,0.9177533984184265,-7.141024112701416,-0.13485237956047058","0.1411409229040146,0.045417312532663345,0.8696737289428711,-7.227330207824707,-0.22484090924263,-0.13360442221164703,-0.113646000623703,0.9548142552375793,-7.1320013999938965,-0.22249582409858704",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
39,39,39,0.39,0.39,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.407805472612381,0.4056143164634704,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.3900000000000002,0.3000000000000001,39.6135368347168,39.78912353515625,39.7100944519043,38.85759353637695,79.32363397767178,78.64671836132857,0,0,-0.0041726929093774,0.018564541077056,0.0024533907177013,-0.0094647680469142,0.0021222684976003,0.0032650959202461,0.0132924370978348,0.0037360202628537,0.0029692598618566,0.0069195590913295,"0.0023,-0.0030,0.9608,1.7334,0.1118,-0.0077,0.0004,0.9476,1.7314,0.0980","0.0110,-0.0055,0.9596,1.7452,-2.3029,-0.0142,0.0069,0.9454,1.7408,-2.3286",-0.8550839126110077,-4.3287012577056885,-0.8481690287590027,-4.32641077041626,-0.8619987964630127,-4.330991744995117,0.166907712817192,-0.7425816655158997,"0.09628020972013474,0.05131129175424576,0.873315691947937,-7.082808017730713,-0.14438728988170624,-0.0806465670466423,-0.02076924405992031,0.9163488149642944,-7.1406331062316895,-0.13747240602970123","0.14130839705467224,0.041552454233169556,0.8643370866775513,-7.222776889801025,-0.21923524141311646,-0.13364873826503754,-0.11316666007041931,0.9533666372299194,-7.1215620040893555,-0.21694475412368774",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
40,40,40,0.4,0.4,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4078334271907806,0.4057949185371399,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.4000000000000002,0.3100000000000001,39.617183685302734,39.828407287597656,39.72712707519531,38.86443710327149,79.34431100179934,78.69284749331271,0,0,-0.0036448016312547,0.021080884945771,0.0026478633905836,-0.0069528432731915,0.0021444306196325,0.0033344245676149,0.013553398609369,0.0039823993348729,0.0029930958990007,0.0069487611763179,"0.0024,-0.0030,0.9612,1.7333,0.1029,-0.0079,0.0004,0.9477,1.7312,0.0889","0.0116,-0.0053,0.9600,1.7444,-2.3466,-0.0148,0.0069,0.9455,1.7399,-2.3724",-0.9272882342338562,-4.403426170349121,-0.9193979501724244,-4.401156902313232,-0.935178518295288,-4.40569543838501,0.1457920670509338,-0.8432353734970093,"0.09441076219081879,0.05227559432387352,0.8719189167022705,-7.081948280334473,-0.14463749527931213,-0.07871197909116745,-0.02050883322954178,0.9147766828536987,-7.140911102294922,-0.13674721121788025","0.1414339542388916,0.03765184432268143,0.8592640161514282,-7.218398571014404,-0.21341918408870697,-0.1336468607187271,-0.11257489770650864,0.9518214464187622,-7.111306190490723,-0.2111499160528183",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
41,41,41,0.41,0.41,0.0,-0.01,0.4041118323802948,0.4041118323802948,0.4041118323802948,0.3941118419170379,False,True,0.4078596830368042,0.4059652686119079,True,True,True,True,True,True,True,True,True,True,double_contact,double_contact,none,none,0.4100000000000002,0.3200000000000001,39.61911010742188,39.86532211303711,39.73864364624024,38.86994171142578,79.35775534694821,78.73526464311941,0,0,-0.0030767562327856,0.023637580907676,0.0028693868389552,-0.0044403773877345,0.0021634621942899,0.0034011879711799,0.0137933984257591,0.0042143389476321,0.0030183126218616,0.0069744237698614,"0.0025,-0.0030,0.9615,1.7332,0.0933,-0.0081,0.0005,0.9477,1.7311,0.0791","0.0121,-0.0052,0.9604,1.7437,-2.3911,-0.0154,0.0070,0.9457,1.7390,-2.4169",-0.9976508617401124,-4.4739298820495605,-0.9889711141586304,-4.471654415130615,-1.0063306093215942,-4.476205348968506,0.1230702474713325,-0.9455032348632812,"0.09229445457458496,0.05292636901140213,0.8695820569992065,-7.080832481384277,-0.14590026438236237,-0.07663063704967499,-0.020595986396074295,0.913104236125946,-7.14102840423584,-0.13722051680088043","0.14151884615421295,0.033715374767780304,0.8544424772262573,-7.214174270629883,-0.20737823843955994,-0.13360059261322021,-0.11187659949064255,0.9501869082450867,-7.101227760314941,-0.20510277152061462",0.0,0.0,False,False,False,False,False,False,False,False,"0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",0.0,0.0,0,0
